"date","Estado","Sigla","C6_Flag","name","Measure"
2020-09-18,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-19,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-19,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-19,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-19,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-19,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-20,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-20,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-20,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-20,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-20,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-21,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-21,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-21,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-21,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-21,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-22,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-22,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-22,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-22,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-22,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-23,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-23,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-23,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-23,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-23,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-24,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-24,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-24,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-24,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-24,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-25,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-25,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-25,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-25,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-25,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-26,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-26,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-26,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-26,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-26,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-27,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-27,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-27,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-27,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-27,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-28,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-28,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-28,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-28,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-28,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-29,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-29,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-29,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-29,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-29,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-09-30,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-09-30,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-09-30,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-09-30,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-09-30,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-01,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-01,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-01,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-01,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-01,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-02,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-02,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-02,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-02,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-02,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-03,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-03,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-03,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-03,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-03,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-04,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-04,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-04,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-04,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-04,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-05,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-05,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-05,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-05,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-05,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-06,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-06,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-06,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-06,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-06,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-07,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-07,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-07,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-07,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-07,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-08,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-08,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-08,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-08,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-08,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-09,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-09,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-09,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-09,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-09,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-10,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-10,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-10,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-10,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-10,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-11,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-11,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-11,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-11,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-11,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-12,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-12,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-12,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-12,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-12,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-13,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-13,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-13,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-13,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-13,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-14,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-14,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-14,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-14,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-14,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-15,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-15,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-15,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-15,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-15,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-16,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-16,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-16,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-16,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-16,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-17,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-17,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-17,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-17,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-17,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-18,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-18,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-18,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-18,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-18,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-19,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-19,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-19,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-19,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-19,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-20,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-20,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-20,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-20,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-20,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-21,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-21,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-21,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-21,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-21,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-22,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-22,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-22,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-22,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-22,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-23,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-23,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-23,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-23,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-23,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-24,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-24,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-24,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-24,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-24,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-25,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-25,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-25,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-25,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-25,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-26,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-26,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-26,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-26,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-26,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-27,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-27,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-27,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-27,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-27,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-28,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-28,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-28,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-28,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-28,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-29,"Rio Grande do Sul","RS","1","Sem medida",NA
2020-10-29,"Rio Grande do Sul","RS","1","Recomendado ficar
em casa",1
2020-10-29,"Rio Grande do Sul","RS","1","Algumas exceções
podem sair",NA
2020-10-29,"Rio Grande do Sul","RS","1","Dados indisponíveis",NA
2020-10-29,"Rio Grande do Sul","RS","1","Sem exceções
para sair",NA
2020-10-30,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-10-30,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-10-30,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-10-30,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-10-30,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-10-31,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-10-31,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-10-31,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-10-31,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-10-31,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-01,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-01,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-01,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-01,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-01,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-02,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-02,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-02,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-02,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-02,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-03,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-03,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-03,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-03,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-03,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-04,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-04,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-04,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-04,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-04,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-05,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-05,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-05,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-05,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-05,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-06,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-06,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-06,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-06,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-06,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-07,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-07,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-07,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-07,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-07,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-08,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-08,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-08,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-08,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-08,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-09,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-09,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-09,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-09,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-09,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-10,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-10,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-10,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-10,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-10,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-11,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-11,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-11,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-11,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-11,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-12,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-12,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-12,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-12,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-12,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-13,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-13,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-13,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-13,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-13,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-14,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-14,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-14,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-14,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-14,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-15,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-15,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-15,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-15,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-15,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-16,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-16,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-16,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-16,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-16,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-17,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-17,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-17,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-17,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-17,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-18,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-18,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-18,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-18,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-18,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-19,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-19,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-19,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-19,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-19,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-20,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-20,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-20,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-20,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-20,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-21,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-21,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-21,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-21,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-21,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-22,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-22,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-22,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-22,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-22,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-23,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-23,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-23,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-23,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-23,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-24,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-24,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-24,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-24,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-24,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-25,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-25,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-25,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-25,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-25,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-26,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-26,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-26,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-26,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-26,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-27,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-27,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-27,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-27,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-27,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-28,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-28,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-28,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-28,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-28,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-29,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-29,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-29,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-29,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-29,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-11-30,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-11-30,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-11-30,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-11-30,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-11-30,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-12-01,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-12-01,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
2020-12-01,"Rio Grande do Sul","RS","0","Algumas exceções
podem sair",1
2020-12-01,"Rio Grande do Sul","RS","0","Dados indisponíveis",NA
2020-12-01,"Rio Grande do Sul","RS","0","Sem exceções
para sair",NA
2020-12-02,"Rio Grande do Sul","RS","0","Sem medida",NA
2020-12-02,"Rio Grande do Sul","RS","0","Recomendado ficar
em casa",NA
