"date","Estado","Sigla","C6","C6_Flag"
2020-01-14,"Alagoas","AL","Sem medida",NA
2020-01-15,"Alagoas","AL","Sem medida",NA
2020-01-16,"Alagoas","AL","Sem medida",NA
2020-01-17,"Alagoas","AL","Sem medida",NA
2020-01-18,"Alagoas","AL","Sem medida",NA
2020-01-19,"Alagoas","AL","Sem medida",NA
2020-01-20,"Alagoas","AL","Sem medida",NA
2020-01-21,"Alagoas","AL","Sem medida",NA
2020-01-22,"Alagoas","AL","Sem medida",NA
2020-01-23,"Alagoas","AL","Sem medida",NA
2020-01-24,"Alagoas","AL","Sem medida",NA
2020-01-25,"Alagoas","AL","Sem medida",NA
2020-01-26,"Alagoas","AL","Sem medida",NA
2020-01-27,"Alagoas","AL","Sem medida",NA
2020-01-28,"Alagoas","AL","Sem medida",NA
2020-01-29,"Alagoas","AL","Sem medida",NA
2020-01-30,"Alagoas","AL","Sem medida",NA
2020-01-31,"Alagoas","AL","Sem medida",NA
2020-02-01,"Alagoas","AL","Sem medida",NA
2020-02-02,"Alagoas","AL","Sem medida",NA
2020-02-03,"Alagoas","AL","Sem medida",NA
2020-02-04,"Alagoas","AL","Sem medida",NA
2020-02-05,"Alagoas","AL","Sem medida",NA
2020-02-06,"Alagoas","AL","Sem medida",NA
2020-02-07,"Alagoas","AL","Sem medida",NA
2020-02-08,"Alagoas","AL","Sem medida",NA
2020-02-09,"Alagoas","AL","Sem medida",NA
2020-02-10,"Alagoas","AL","Sem medida",NA
2020-02-11,"Alagoas","AL","Sem medida",NA
2020-02-12,"Alagoas","AL","Sem medida",NA
2020-02-13,"Alagoas","AL","Sem medida",NA
2020-02-14,"Alagoas","AL","Sem medida",NA
2020-02-15,"Alagoas","AL","Sem medida",NA
2020-02-16,"Alagoas","AL","Sem medida",NA
2020-02-17,"Alagoas","AL","Sem medida",NA
2020-02-18,"Alagoas","AL","Sem medida",NA
2020-02-19,"Alagoas","AL","Sem medida",NA
2020-02-20,"Alagoas","AL","Sem medida",NA
2020-02-21,"Alagoas","AL","Sem medida",NA
2020-02-22,"Alagoas","AL","Sem medida",NA
2020-02-23,"Alagoas","AL","Sem medida",NA
2020-02-24,"Alagoas","AL","Sem medida",NA
2020-02-25,"Alagoas","AL","Sem medida",NA
2020-02-26,"Alagoas","AL","Sem medida",NA
2020-02-27,"Alagoas","AL","Sem medida",NA
2020-02-28,"Alagoas","AL","Sem medida",NA
2020-02-29,"Alagoas","AL","Sem medida",NA
2020-03-01,"Alagoas","AL","Sem medida",NA
2020-03-02,"Alagoas","AL","Sem medida",NA
2020-03-03,"Alagoas","AL","Sem medida",NA
2020-03-04,"Alagoas","AL","Sem medida",NA
2020-03-05,"Alagoas","AL","Sem medida",NA
2020-03-06,"Alagoas","AL","Sem medida",NA
2020-03-07,"Alagoas","AL","Sem medida",NA
2020-03-08,"Alagoas","AL","Sem medida",NA
2020-03-09,"Alagoas","AL","Sem medida",NA
2020-03-10,"Alagoas","AL","Sem medida",NA
2020-03-11,"Alagoas","AL","Sem medida",NA
2020-03-12,"Alagoas","AL","Sem medida",NA
2020-03-13,"Alagoas","AL","Sem medida",NA
2020-03-14,"Alagoas","AL","Sem medida",NA
2020-03-15,"Alagoas","AL","Sem medida",NA
2020-03-16,"Alagoas","AL","Sem medida",NA
2020-03-17,"Alagoas","AL","Recomendado ficar
em casa","0"
2020-03-18,"Alagoas","AL","Recomendado ficar
em casa","0"
2020-03-19,"Alagoas","AL","Recomendado ficar
em casa","0"
2020-03-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-03-31,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-04-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-05-31,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-06-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-07-31,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-08-31,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-09-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-10-31,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-11-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-14,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-15,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-16,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-17,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-18,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-19,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-20,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-21,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-22,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-23,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-24,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-25,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-26,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-27,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-28,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-29,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-30,"Alagoas","AL","Recomendado ficar
em casa","1"
2020-12-31,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-01,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-02,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-03,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-04,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-05,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-06,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-07,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-08,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-09,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-10,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-11,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-12,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-13,"Alagoas","AL","Recomendado ficar
em casa","1"
2021-01-14,"Alagoas","AL","Recomendado ficar
em casa","1"
